Topology,Try,Node,Sequence Number,Timestamp,States Count
China Telecom,211,s6,1,1656874503319,1
China Telecom,211,s6,1,1656874506367,48
China Telecom,211,s6,2,1656874556966,49
China Telecom,211,s6,2,1656874560117,96
China Telecom,211,s6,3,1656874622459,97
China Telecom,211,s6,3,1656874625728,144
China Telecom,211,s40,1,1656874503042,1
China Telecom,211,s40,1,1656874506220,52
China Telecom,211,s40,2,1656874556703,53
China Telecom,211,s40,2,1656874559936,104
China Telecom,211,s40,3,1656874622199,105
China Telecom,211,s40,3,1656874625468,156
China Telecom,211,s41,1,1656874503141,1
China Telecom,211,s41,1,1656874506388,70
China Telecom,211,s41,2,1656874556763,71
China Telecom,211,s41,2,1656874560444,140
China Telecom,211,s41,3,1656874622260,141
China Telecom,211,s41,3,1656874626053,208
China Telecom,211,s18,1,1656874503315,1
China Telecom,211,s18,1,1656874505897,42
China Telecom,211,s18,2,1656874556952,43
China Telecom,211,s18,2,1656874559553,84
China Telecom,211,s18,3,1656874622449,85
China Telecom,211,s18,3,1656874625199,128
China Telecom,211,s12,1,1656874503357,1
China Telecom,211,s12,1,1656874506124,46
China Telecom,211,s12,2,1656874557012,47
China Telecom,211,s12,2,1656874559946,93
China Telecom,211,s12,3,1656874622507,94
China Telecom,211,s12,3,1656874625150,140
China Telecom,211,s30,1,1656874503312,1
China Telecom,211,s30,1,1656874505892,42
China Telecom,211,s30,2,1656874556949,43
China Telecom,211,s30,2,1656874559468,84
China Telecom,211,s30,3,1656874622446,85
China Telecom,211,s30,3,1656874625099,128
China Telecom,211,s5,1,1656874503172,1
China Telecom,211,s5,1,1656874505841,46
China Telecom,211,s5,2,1656874556833,47
China Telecom,211,s5,2,1656874559989,93
China Telecom,211,s5,3,1656874622323,94
China Telecom,211,s5,3,1656874625599,140
China Telecom,211,s17,1,1656874503180,1
China Telecom,211,s17,1,1656874506086,49
China Telecom,211,s17,2,1656874556841,50
China Telecom,211,s17,2,1656874559712,99
China Telecom,211,s17,3,1656874622333,100
China Telecom,211,s17,3,1656874625560,150
China Telecom,211,s32,1,1656874503424,1
China Telecom,211,s32,1,1656874506229,46
China Telecom,211,s32,2,1656874557082,47
China Telecom,211,s32,2,1656874559950,93
China Telecom,211,s32,3,1656874622574,94
China Telecom,211,s32,3,1656874625479,140
China Telecom,211,s36,1,1656874503085,1
China Telecom,211,s36,1,1656874506308,52
China Telecom,211,s36,2,1656874556741,53
China Telecom,211,s36,2,1656874559913,104
China Telecom,211,s36,3,1656874622234,105
China Telecom,211,s36,3,1656874625655,156
China Telecom,211,s28,1,1656874503207,1
China Telecom,211,s28,1,1656874506151,46
China Telecom,211,s28,2,1656874556867,47
China Telecom,211,s28,2,1656874559916,93
China Telecom,211,s28,3,1656874622500,94
China Telecom,211,s28,3,1656874625448,138
China Telecom,211,s11,1,1656874503182,1
China Telecom,211,s11,1,1656874506405,52
China Telecom,211,s11,2,1656874556838,53
China Telecom,211,s11,2,1656874560265,104
China Telecom,211,s11,3,1656874622331,105
China Telecom,211,s11,3,1656874625779,156
China Telecom,211,s42,1,1656874503276,1
China Telecom,211,s42,1,1656874506149,45
China Telecom,211,s42,2,1656874556934,46
China Telecom,211,s42,2,1656874559556,90
China Telecom,211,s42,3,1656874622427,91
China Telecom,211,s42,3,1656874625674,137
China Telecom,211,s13,1,1656874503363,1
China Telecom,211,s13,1,1656874505947,42
China Telecom,211,s13,2,1656874557011,43
China Telecom,211,s13,2,1656874559777,84
China Telecom,211,s13,3,1656874622498,85
China Telecom,211,s13,3,1656874625354,128
China Telecom,211,s16,1,1656874503273,1
China Telecom,211,s16,1,1656874506680,75
China Telecom,211,s16,2,1656874556938,76
China Telecom,211,s16,2,1656874560566,151
China Telecom,211,s16,3,1656874622429,152
China Telecom,211,s16,3,1656874626156,228
China Telecom,211,s37,1,1656874503334,1
China Telecom,211,s37,1,1656874505974,52
China Telecom,211,s37,2,1656874556991,53
China Telecom,211,s37,2,1656874560225,104
China Telecom,211,s37,3,1656874622485,105
China Telecom,211,s37,3,1656874625800,156
China Telecom,211,s34,1,1656874503143,1
China Telecom,211,s34,1,1656874506698,70
China Telecom,211,s34,2,1656874556771,71
China Telecom,211,s34,2,1656874560487,140
China Telecom,211,s34,3,1656874622269,141
China Telecom,211,s34,3,1656874626112,208
China Telecom,211,s8,1,1656874503201,1
China Telecom,211,s8,1,1656874506305,52
China Telecom,211,s8,2,1656874556857,53
China Telecom,211,s8,2,1656874560153,104
China Telecom,211,s8,3,1656874622352,105
China Telecom,211,s8,3,1656874625712,156
China Telecom,211,s14,1,1656874503510,1
China Telecom,211,s14,1,1656874506460,58
China Telecom,211,s14,2,1656874557137,59
China Telecom,211,s14,2,1656874560218,116
China Telecom,211,s14,3,1656874622634,117
China Telecom,211,s14,3,1656874625897,174
China Telecom,211,s39,1,1656874503139,1
China Telecom,211,s39,1,1656874506240,48
China Telecom,211,s39,2,1656874556795,49
China Telecom,211,s39,2,1656874560134,96
China Telecom,211,s39,3,1656874622284,97
China Telecom,211,s39,3,1656874625472,144
China Telecom,211,s38,1,1656874503319,1
China Telecom,211,s38,1,1656874506030,48
China Telecom,211,s38,2,1656874556966,49
China Telecom,211,s38,2,1656874560054,96
China Telecom,211,s38,3,1656874622461,97
China Telecom,211,s38,3,1656874625513,144
China Telecom,22,s24,1,1656874777859,1
China Telecom,22,s24,1,1656874781652,63
China Telecom,22,s24,2,1656874840246,64
China Telecom,22,s24,2,1656874844275,126
China Telecom,22,s24,3,1656874917645,127
China Telecom,22,s24,3,1656874921596,189
China Telecom,22,s22,1,1656874778137,1
China Telecom,22,s22,1,1656874781034,42
China Telecom,22,s22,2,1656874840524,43
China Telecom,22,s22,2,1656874843904,84
China Telecom,22,s22,3,1656874917918,85
China Telecom,22,s22,3,1656874920886,126
China Telecom,22,s26,1,1656874777888,1
China Telecom,22,s26,1,1656874781420,57
China Telecom,22,s26,2,1656874840272,58
China Telecom,22,s26,2,1656874844283,115
China Telecom,22,s26,3,1656874917675,116
China Telecom,22,s26,3,1656874921488,173
China Telecom,22,s23,1,1656874778085,1
China Telecom,22,s23,1,1656874781291,52
China Telecom,22,s23,2,1656874840464,53
China Telecom,22,s23,2,1656874844154,104
China Telecom,22,s23,3,1656874917867,105
China Telecom,22,s23,3,1656874921362,156
China Telecom,22,s20,1,1656874777850,1
China Telecom,22,s20,1,1656874781260,52
China Telecom,22,s20,2,1656874840242,53
China Telecom,22,s20,2,1656874843990,104
China Telecom,22,s20,3,1656874917639,105
China Telecom,22,s20,3,1656874921178,156
China Telecom,22,s2,1,1656874777799,1
China Telecom,22,s2,1,1656874781813,69
China Telecom,22,s2,2,1656874840190,70
China Telecom,22,s2,2,1656874844539,139
China Telecom,22,s2,3,1656874917588,140
China Telecom,22,s2,3,1656874921443,207
China Telecom,22,s4,1,1656874777970,1
China Telecom,22,s4,1,1656874781575,50
China Telecom,22,s4,2,1656874840362,51
China Telecom,22,s4,2,1656874843851,100
China Telecom,22,s4,3,1656874917758,101
China Telecom,22,s4,3,1656874921632,152
China Telecom,22,s3,1,1656874778031,1
China Telecom,22,s3,1,1656874781689,69
China Telecom,22,s3,2,1656874840413,70
China Telecom,22,s3,2,1656874844596,139
China Telecom,22,s3,3,1656874917818,140
China Telecom,22,s3,3,1656874921798,207
China Telecom,22,s31,1,1656874777938,1
China Telecom,22,s31,1,1656874780907,46
China Telecom,22,s31,2,1656874840328,47
China Telecom,22,s31,2,1656874843790,93
China Telecom,22,s31,3,1656874917864,94
China Telecom,22,s31,3,1656874921229,138
China Telecom,22,s33,1,1656874777738,1
China Telecom,22,s33,1,1656874781300,52
China Telecom,22,s33,2,1656874840128,53
China Telecom,22,s33,2,1656874844276,105
China Telecom,22,s33,3,1656874917523,106
China Telecom,22,s33,3,1656874921570,161
China Telecom,22,s35,1,1656874777978,1
China Telecom,22,s35,1,1656874781448,52
China Telecom,22,s35,2,1656874840363,53
China Telecom,22,s35,2,1656874844097,104
China Telecom,22,s35,3,1656874917759,105
China Telecom,22,s35,3,1656874921440,156
China Telecom,22,s19,1,1656874777752,1
China Telecom,22,s19,1,1656874781466,55
China Telecom,22,s19,2,1656874840138,56
China Telecom,22,s19,2,1656874843686,111
China Telecom,22,s19,3,1656874917542,112
China Telecom,22,s19,3,1656874921318,165
China Telecom,22,s27,1,1656874777959,1
China Telecom,22,s27,1,1656874780761,46
China Telecom,22,s27,2,1656874840344,47
China Telecom,22,s27,2,1656874843952,93
China Telecom,22,s27,3,1656874917742,94
China Telecom,22,s27,3,1656874920546,140
China Telecom,22,s10,1,1656874777892,1
China Telecom,22,s10,1,1656874781028,46
China Telecom,22,s10,2,1656874840278,47
China Telecom,22,s10,2,1656874843913,93
China Telecom,22,s10,3,1656874917673,94
China Telecom,22,s10,3,1656874921208,140
China Telecom,22,s15,1,1656874778018,1
China Telecom,22,s15,1,1656874780805,50
China Telecom,22,s15,2,1656874840405,51
China Telecom,22,s15,2,1656874843203,100
China Telecom,22,s15,3,1656874917800,101
China Telecom,22,s15,3,1656874920943,150
China Telecom,22,s7,1,1656874777866,1
China Telecom,22,s7,1,1656874781333,44
China Telecom,22,s7,2,1656874840272,45
China Telecom,22,s7,2,1656874843875,100
China Telecom,22,s7,3,1656874917675,101
China Telecom,22,s7,3,1656874921542,154
China Telecom,22,s29,1,1656874777919,1
China Telecom,22,s29,1,1656874780937,42
China Telecom,22,s29,2,1656874840311,43
China Telecom,22,s29,2,1656874843658,84
China Telecom,22,s29,3,1656874917705,85
China Telecom,22,s29,3,1656874920787,126
China Telecom,22,s1,1,1656874777871,1
China Telecom,22,s1,1,1656874780394,50
China Telecom,22,s1,2,1656874840218,51
China Telecom,22,s1,2,1656874842816,100
China Telecom,22,s1,3,1656874917664,101
China Telecom,22,s1,3,1656874920322,152
China Telecom,22,s9,1,1656874777796,1
China Telecom,22,s9,1,1656874781206,46
China Telecom,22,s9,2,1656874840182,47
China Telecom,22,s9,2,1656874843959,93
China Telecom,22,s9,3,1656874917580,94
China Telecom,22,s9,3,1656874921303,140
China Telecom,22,s21,1,1656874777992,1
China Telecom,22,s21,1,1656874781667,63
China Telecom,22,s21,2,1656874840378,64
China Telecom,22,s21,2,1656874844157,126
China Telecom,22,s21,3,1656874917778,127
China Telecom,22,s21,3,1656874921684,189
China Telecom,22,s25,1,1656874778020,1
China Telecom,22,s25,1,1656874781017,46
China Telecom,22,s25,2,1656874840405,47
China Telecom,22,s25,2,1656874843738,93
China Telecom,22,s25,3,1656874917805,94
China Telecom,22,s25,3,1656874920760,140
China Telecom,22,s6,1,1656874777965,1
China Telecom,22,s6,1,1656874781014,48
China Telecom,22,s6,2,1656874840356,49
China Telecom,22,s6,2,1656874843909,96
China Telecom,22,s6,3,1656874917752,97
China Telecom,22,s6,3,1656874920878,144
China Telecom,22,s40,1,1656874777700,1
China Telecom,22,s40,1,1656874780996,52
China Telecom,22,s40,2,1656874840092,53
China Telecom,22,s40,2,1656874843974,104
China Telecom,22,s40,3,1656874917488,105
China Telecom,22,s40,3,1656874921349,156
China Telecom,22,s41,1,1656874777800,1
China Telecom,22,s41,1,1656874781838,69
China Telecom,22,s41,2,1656874840202,70
China Telecom,22,s41,2,1656874844229,139
China Telecom,22,s41,3,1656874917580,140
China Telecom,22,s41,3,1656874921723,207
China Telecom,22,s18,1,1656874777981,1
China Telecom,22,s18,1,1656874780815,42
China Telecom,22,s18,2,1656874840365,43
China Telecom,22,s18,2,1656874843873,84
China Telecom,22,s18,3,1656874917760,85
China Telecom,22,s18,3,1656874920551,126
China Telecom,22,s12,1,1656874778016,1
China Telecom,22,s12,1,1656874781022,46
China Telecom,22,s12,2,1656874840403,47
China Telecom,22,s12,2,1656874843914,93
China Telecom,22,s12,3,1656874917799,94
China Telecom,22,s12,3,1656874921309,140
China Telecom,22,s30,1,1656874777979,1
China Telecom,22,s30,1,1656874780872,42
China Telecom,22,s30,2,1656874840371,43
China Telecom,22,s30,2,1656874843500,84
China Telecom,22,s30,3,1656874917755,85
China Telecom,22,s30,3,1656874920901,126
China Telecom,22,s5,1,1656874777829,1
China Telecom,22,s5,1,1656874781272,46
China Telecom,22,s5,2,1656874840215,47
China Telecom,22,s5,2,1656874844227,93
China Telecom,22,s5,3,1656874917613,94
China Telecom,22,s5,3,1656874921154,140
China Telecom,22,s17,1,1656874777840,1
China Telecom,22,s17,1,1656874781023,47
China Telecom,22,s17,2,1656874840235,48
China Telecom,22,s17,2,1656874843973,97
China Telecom,22,s17,3,1656874917627,98
China Telecom,22,s17,3,1656874921337,147
China Telecom,22,s32,1,1656874778086,1
China Telecom,22,s32,1,1656874781157,46
China Telecom,22,s32,2,1656874840470,47
China Telecom,22,s32,2,1656874843854,93
China Telecom,22,s32,3,1656874917866,94
China Telecom,22,s32,3,1656874921149,140
China Telecom,22,s36,1,1656874777740,1
China Telecom,22,s36,1,1656874781352,52
China Telecom,22,s36,2,1656874840132,53
China Telecom,22,s36,2,1656874843946,104
China Telecom,22,s36,3,1656874917526,105
China Telecom,22,s36,3,1656874921429,156
China Telecom,22,s28,1,1656874777861,1
China Telecom,22,s28,1,1656874781098,46
China Telecom,22,s28,2,1656874840252,47
China Telecom,22,s28,2,1656874844159,93
China Telecom,22,s28,3,1656874917788,94
China Telecom,22,s28,3,1656874920941,138
China Telecom,22,s11,1,1656874777837,1
China Telecom,22,s11,1,1656874781519,52
China Telecom,22,s11,2,1656874840229,53
China Telecom,22,s11,2,1656874844024,104
China Telecom,22,s11,3,1656874917625,105
China Telecom,22,s11,3,1656874921426,156
China Telecom,22,s42,1,1656874777930,1
China Telecom,22,s42,1,1656874780877,45
China Telecom,22,s42,2,1656874840321,46
China Telecom,22,s42,2,1656874843931,90
China Telecom,22,s42,3,1656874917718,91
China Telecom,22,s42,3,1656874920567,137
China Telecom,22,s13,1,1656874778026,1
China Telecom,22,s13,1,1656874780686,42
China Telecom,22,s13,2,1656874840416,43
China Telecom,22,s13,2,1656874843690,84
China Telecom,22,s13,3,1656874917810,85
China Telecom,22,s13,3,1656874920685,126
China Telecom,22,s16,1,1656874777935,1
China Telecom,22,s16,1,1656874781807,73
China Telecom,22,s16,2,1656874840329,74
China Telecom,22,s16,2,1656874844586,149
China Telecom,22,s16,3,1656874917721,150
China Telecom,22,s16,3,1656874921908,225
China Telecom,22,s37,1,1656874777988,1
China Telecom,22,s37,1,1656874781343,52
China Telecom,22,s37,2,1656874840381,53
China Telecom,22,s37,2,1656874844146,104
China Telecom,22,s37,3,1656874917775,105
China Telecom,22,s37,3,1656874921277,156
China Telecom,22,s34,1,1656874777802,1
China Telecom,22,s34,1,1656874781569,69
China Telecom,22,s34,2,1656874840186,70
China Telecom,22,s34,2,1656874844372,139
China Telecom,22,s34,3,1656874917589,140
China Telecom,22,s34,3,1656874921696,207
China Telecom,22,s8,1,1656874777851,1
China Telecom,22,s8,1,1656874781521,52
China Telecom,22,s8,2,1656874840241,53
China Telecom,22,s8,2,1656874844261,104
China Telecom,22,s8,3,1656874917642,105
China Telecom,22,s8,3,1656874921537,156
China Telecom,22,s14,1,1656874778191,1
China Telecom,22,s14,1,1656874781612,57
China Telecom,22,s14,2,1656874840557,58
China Telecom,22,s14,2,1656874843467,115
China Telecom,22,s14,3,1656874917957,116
China Telecom,22,s14,3,1656874921568,173
China Telecom,22,s39,1,1656874777801,1
China Telecom,22,s39,1,1656874781192,48
China Telecom,22,s39,2,1656874840180,49
China Telecom,22,s39,2,1656874843755,96
China Telecom,22,s39,3,1656874917576,97
China Telecom,22,s39,3,1656874921030,144
China Telecom,22,s38,1,1656874777967,1
China Telecom,22,s38,1,1656874780973,48
China Telecom,22,s38,2,1656874840355,49
China Telecom,22,s38,2,1656874843858,96
China Telecom,22,s38,3,1656874917752,97
China Telecom,22,s38,3,1656874921406,144
China Telecom,23,s24,1,1656875042741,1
China Telecom,23,s24,1,1656875046721,63
China Telecom,23,s24,2,1656875089754,64
China Telecom,23,s24,2,1656875094116,126
China Telecom,23,s24,3,1656875169478,127
China Telecom,23,s24,3,1656875173750,189
China Telecom,23,s22,1,1656875043013,1
China Telecom,23,s22,1,1656875045756,42
China Telecom,23,s22,2,1656875090030,43
China Telecom,23,s22,2,1656875093439,85
China Telecom,23,s22,3,1656875169747,86
China Telecom,23,s22,3,1656875173021,127
China Telecom,23,s26,1,1656875042764,1
China Telecom,23,s26,1,1656875046603,58
China Telecom,23,s26,2,1656875089785,59
China Telecom,23,s26,2,1656875093909,116
China Telecom,23,s26,3,1656875169510,117
China Telecom,23,s26,3,1656875173544,174
China Telecom,23,s23,1,1656875042962,1
China Telecom,23,s23,1,1656875046395,52
China Telecom,23,s23,2,1656875089980,53
China Telecom,23,s23,2,1656875093949,104
China Telecom,23,s23,3,1656875169704,105
China Telecom,23,s23,3,1656875173590,156
China Telecom,23,s20,1,1656875042729,1
China Telecom,23,s20,1,1656875046422,52
China Telecom,23,s20,2,1656875089748,53
China Telecom,23,s20,2,1656875093979,104
China Telecom,23,s20,3,1656875169473,105
China Telecom,23,s20,3,1656875173438,156
China Telecom,23,s2,1,1656875042677,1
China Telecom,23,s2,1,1656875046983,70
China Telecom,23,s2,2,1656875089697,71
China Telecom,23,s2,2,1656875094526,140
China Telecom,23,s2,3,1656875169420,141
China Telecom,23,s2,3,1656875173974,208
China Telecom,23,s4,1,1656875042842,1
China Telecom,23,s4,1,1656875046562,50
China Telecom,23,s4,2,1656875089867,51
China Telecom,23,s4,2,1656875093898,100
China Telecom,23,s4,3,1656875169586,101
China Telecom,23,s4,3,1656875173561,152
China Telecom,23,s3,1,1656875042909,1
China Telecom,23,s3,1,1656875047067,70
China Telecom,23,s3,2,1656875089927,71
China Telecom,23,s3,2,1656875094416,140
China Telecom,23,s3,3,1656875169650,141
China Telecom,23,s3,3,1656875173997,208
China Telecom,23,s31,1,1656875042818,1
China Telecom,23,s31,1,1656875046163,46
China Telecom,23,s31,2,1656875089840,47
China Telecom,23,s31,2,1656875093649,93
China Telecom,23,s31,3,1656875169705,94
China Telecom,23,s31,3,1656875173173,138
China Telecom,23,s33,1,1656875042619,1
China Telecom,23,s33,1,1656875046379,53
China Telecom,23,s33,2,1656875089633,54
China Telecom,23,s33,2,1656875093869,107
China Telecom,23,s33,3,1656875169357,108
China Telecom,23,s33,3,1656875173566,163
China Telecom,23,s35,1,1656875042852,1
China Telecom,23,s35,1,1656875046519,52
China Telecom,23,s35,2,1656875089869,53
China Telecom,23,s35,2,1656875093681,104
China Telecom,23,s35,3,1656875169594,105
China Telecom,23,s35,3,1656875173361,156
China Telecom,23,s19,1,1656875042631,1
China Telecom,23,s19,1,1656875046390,56
China Telecom,23,s19,2,1656875089651,57
China Telecom,23,s19,2,1656875094105,112
China Telecom,23,s19,3,1656875169373,113
China Telecom,23,s19,3,1656875173653,166
China Telecom,23,s27,1,1656875042841,1
China Telecom,23,s27,1,1656875045901,46
China Telecom,23,s27,2,1656875089853,47
China Telecom,23,s27,2,1656875093472,93
China Telecom,23,s27,3,1656875169576,94
China Telecom,23,s27,3,1656875172791,140
China Telecom,23,s10,1,1656875042769,1
China Telecom,23,s10,1,1656875046159,46
China Telecom,23,s10,2,1656875089789,47
China Telecom,23,s10,2,1656875093311,93
China Telecom,23,s10,3,1656875169514,94
China Telecom,23,s10,3,1656875173362,140
China Telecom,23,s15,1,1656875042902,1
China Telecom,23,s15,1,1656875046426,50
China Telecom,23,s15,2,1656875089913,51
China Telecom,23,s15,2,1656875093185,100
China Telecom,23,s15,3,1656875169632,101
China Telecom,23,s15,3,1656875173285,150
China Telecom,23,s7,1,1656875042744,1
China Telecom,23,s7,1,1656875046011,44
China Telecom,23,s7,2,1656875089785,45
China Telecom,23,s7,2,1656875094135,100
China Telecom,23,s7,3,1656875169509,101
China Telecom,23,s7,3,1656875173661,154
China Telecom,23,s29,1,1656875042796,1
China Telecom,23,s29,1,1656875045711,42
China Telecom,23,s29,2,1656875089815,43
China Telecom,23,s29,2,1656875093283,85
China Telecom,23,s29,3,1656875169535,86
China Telecom,23,s29,3,1656875172988,127
China Telecom,23,s1,1,1656875042744,1
China Telecom,23,s1,1,1656875045310,50
China Telecom,23,s1,2,1656875089737,51
China Telecom,23,s1,2,1656875092457,100
China Telecom,23,s1,3,1656875169495,101
China Telecom,23,s1,3,1656875172217,152
China Telecom,23,s9,1,1656875042679,1
China Telecom,23,s9,1,1656875046279,46
China Telecom,23,s9,2,1656875089689,47
China Telecom,23,s9,2,1656875093704,93
China Telecom,23,s9,3,1656875169415,94
China Telecom,23,s9,3,1656875173076,140
China Telecom,23,s21,1,1656875042873,1
China Telecom,23,s21,1,1656875046728,63
China Telecom,23,s21,2,1656875089887,64
China Telecom,23,s21,2,1656875093980,126
China Telecom,23,s21,3,1656875169610,127
China Telecom,23,s21,3,1656875173826,189
China Telecom,23,s25,1,1656875042899,1
China Telecom,23,s25,1,1656875046302,46
China Telecom,23,s25,2,1656875089913,47
China Telecom,23,s25,2,1656875093779,93
China Telecom,23,s25,3,1656875169644,94
China Telecom,23,s25,3,1656875172893,140
China Telecom,23,s6,1,1656875042845,1
China Telecom,23,s6,1,1656875046278,48
China Telecom,23,s6,2,1656875089863,49
China Telecom,23,s6,2,1656875093548,96
China Telecom,23,s6,3,1656875169588,97
China Telecom,23,s6,3,1656875173216,144
China Telecom,23,s40,1,1656875042577,1
China Telecom,23,s40,1,1656875045983,52
China Telecom,23,s40,2,1656875089601,53
China Telecom,23,s40,2,1656875093289,104
China Telecom,23,s40,3,1656875169322,105
China Telecom,23,s40,3,1656875173455,156
China Telecom,23,s41,1,1656875042677,1
China Telecom,23,s41,1,1656875046782,70
China Telecom,23,s41,2,1656875089691,71
China Telecom,23,s41,2,1656875094193,140
China Telecom,23,s41,3,1656875169416,141
China Telecom,23,s41,3,1656875173844,208
China Telecom,23,s18,1,1656875042854,1
China Telecom,23,s18,1,1656875045961,42
China Telecom,23,s18,2,1656875089869,43
China Telecom,23,s18,2,1656875093070,85
China Telecom,23,s18,3,1656875169591,86
China Telecom,23,s18,3,1656875173068,127
China Telecom,23,s12,1,1656875042893,1
China Telecom,23,s12,1,1656875046121,46
China Telecom,23,s12,2,1656875089908,47
China Telecom,23,s12,2,1656875093399,93
China Telecom,23,s12,3,1656875169640,94
China Telecom,23,s12,3,1656875173386,140
China Telecom,23,s30,1,1656875042849,1
China Telecom,23,s30,1,1656875045896,42
China Telecom,23,s30,2,1656875089866,43
China Telecom,23,s30,2,1656875093368,85
China Telecom,23,s30,3,1656875169586,86
China Telecom,23,s30,3,1656875172458,127
China Telecom,23,s5,1,1656875042706,1
China Telecom,23,s5,1,1656875046122,46
China Telecom,23,s5,2,1656875089722,47
China Telecom,23,s5,2,1656875093372,93
China Telecom,23,s5,3,1656875169447,94
China Telecom,23,s5,3,1656875173224,140
China Telecom,23,s17,1,1656875042714,1
China Telecom,23,s17,1,1656875046370,50
China Telecom,23,s17,2,1656875089737,51
China Telecom,23,s17,2,1656875093502,99
China Telecom,23,s17,3,1656875169457,100
China Telecom,23,s17,3,1656875173279,148
China Telecom,23,s32,1,1656875042963,1
China Telecom,23,s32,1,1656875046223,46
China Telecom,23,s32,2,1656875089976,47
China Telecom,23,s32,2,1656875093054,93
China Telecom,23,s32,3,1656875169698,94
China Telecom,23,s32,3,1656875173337,140
China Telecom,23,s36,1,1656875042620,1
China Telecom,23,s36,1,1656875046275,52
China Telecom,23,s36,2,1656875089637,53
China Telecom,23,s36,2,1656875093504,104
China Telecom,23,s36,3,1656875169362,105
China Telecom,23,s36,3,1656875173396,156
China Telecom,23,s28,1,1656875042739,1
China Telecom,23,s28,1,1656875045989,46
China Telecom,23,s28,2,1656875089760,47
China Telecom,23,s28,2,1656875093569,93
China Telecom,23,s28,3,1656875169624,94
China Telecom,23,s28,3,1656875172920,138
China Telecom,23,s11,1,1656875042712,1
China Telecom,23,s11,1,1656875046612,52
China Telecom,23,s11,2,1656875089736,53
China Telecom,23,s11,2,1656875093878,104
China Telecom,23,s11,3,1656875169461,105
China Telecom,23,s11,3,1656875173599,156
China Telecom,23,s42,1,1656875042811,1
China Telecom,23,s42,1,1656875046302,45
China Telecom,23,s42,2,1656875089831,46
China Telecom,23,s42,2,1656875093613,90
China Telecom,23,s42,3,1656875169554,91
China Telecom,23,s42,3,1656875173260,137
China Telecom,23,s13,1,1656875042905,1
China Telecom,23,s13,1,1656875046054,42
China Telecom,23,s13,2,1656875089920,43
China Telecom,23,s13,2,1656875092886,85
China Telecom,23,s13,3,1656875169644,86
China Telecom,23,s13,3,1656875172880,127
China Telecom,23,s16,1,1656875042812,1
China Telecom,23,s16,1,1656875047048,76
China Telecom,23,s16,2,1656875089836,77
China Telecom,23,s16,2,1656875094434,151
China Telecom,23,s16,3,1656875169556,152
China Telecom,23,s16,3,1656875174223,226
China Telecom,23,s37,1,1656875042867,1
China Telecom,23,s37,1,1656875046512,52
China Telecom,23,s37,2,1656875089891,53
China Telecom,23,s37,2,1656875093852,104
China Telecom,23,s37,3,1656875169611,105
China Telecom,23,s37,3,1656875173624,156
China Telecom,23,s34,1,1656875042680,1
China Telecom,23,s34,1,1656875046872,70
China Telecom,23,s34,2,1656875089702,71
China Telecom,23,s34,2,1656875094244,140
China Telecom,23,s34,3,1656875169421,141
China Telecom,23,s34,3,1656875173857,208
China Telecom,23,s8,1,1656875042730,1
China Telecom,23,s8,1,1656875046373,52
China Telecom,23,s8,2,1656875089749,53
China Telecom,23,s8,2,1656875093917,104
China Telecom,23,s8,3,1656875169474,105
China Telecom,23,s8,3,1656875173641,156
China Telecom,23,s14,1,1656875043046,1
China Telecom,23,s14,1,1656875046714,58
China Telecom,23,s14,2,1656875090068,59
China Telecom,23,s14,2,1656875094161,116
China Telecom,23,s14,3,1656875169794,117
China Telecom,23,s14,3,1656875173581,174
China Telecom,23,s39,1,1656875042669,1
China Telecom,23,s39,1,1656875046109,48
China Telecom,23,s39,2,1656875089689,49
China Telecom,23,s39,2,1656875093766,96
China Telecom,23,s39,3,1656875169411,97
China Telecom,23,s39,3,1656875172712,144
China Telecom,23,s38,1,1656875042845,1
China Telecom,23,s38,1,1656875046367,48
China Telecom,23,s38,2,1656875089870,49
China Telecom,23,s38,2,1656875093854,96
China Telecom,23,s38,3,1656875169588,97
China Telecom,23,s38,3,1656875173042,144
Bell South,1,s24,1,1656875393060,1
Bell South,1,s24,1,1656875397932,56
Bell South,1,s24,2,1656875513246,57
Bell South,1,s24,2,1656875518130,114
Bell South,1,s24,3,1656875560561,115
Bell South,1,s24,3,1656875565726,173
Bell South,1,s22,1,1656875393119,1
Bell South,1,s22,1,1656875397250,53
Bell South,1,s22,2,1656875513309,54
Bell South,1,s22,2,1656875517781,106
Bell South,1,s22,3,1656875560619,107
Bell South,1,s22,3,1656875564486,159
Bell South,1,s26,1,1656875392676,1
Bell South,1,s26,1,1656875397819,63
Bell South,1,s26,2,1656875512861,64
Bell South,1,s26,2,1656875518159,127
Bell South,1,s26,3,1656875560180,128
Bell South,1,s26,3,1656875565502,193
Bell South,1,s23,1,1656875392846,1
Bell South,1,s23,1,1656875397777,70
Bell South,1,s23,2,1656875513029,71
Bell South,1,s23,2,1656875518239,140
Bell South,1,s23,3,1656875560327,141
Bell South,1,s23,3,1656875565696,210
Bell South,1,s20,1,1656875392947,1
Bell South,1,s20,1,1656875397126,53
Bell South,1,s20,2,1656875513133,54
Bell South,1,s20,2,1656875517896,106
Bell South,1,s20,3,1656875560449,107
Bell South,1,s20,3,1656875565258,159
Bell South,1,s2,1,1656875392818,1
Bell South,1,s2,1,1656875398029,57
Bell South,1,s2,2,1656875513012,58
Bell South,1,s2,2,1656875518112,115
Bell South,1,s2,3,1656875560261,116
Bell South,1,s2,3,1656875565782,174
Bell South,1,s4,1,1656875392697,1
