Topology,Try,Node,Sequence Number,Timestamp,States Count
ChinaTelecom,3,s10,1,1661703307262,51
ChinaTelecom,3,s10,2,1661703330200,51
ChinaTelecom,3,s10,3,1661703341667,51
ChinaTelecom,3,s10,4,1661703353251,51
ChinaTelecom,3,s15,1,1661703303502,2
ChinaTelecom,3,s15,1,1661703306295,51
ChinaTelecom,3,s15,2,1661703330428,51
ChinaTelecom,3,s15,3,1661703341785,51
ChinaTelecom,3,s15,4,1661703353350,51
ChinaTelecom,3,s7,1,1661703303365,1
ChinaTelecom,3,s7,1,1661703307089,42
ChinaTelecom,3,s7,2,1661703330185,42
ChinaTelecom,3,s7,3,1661703341596,42
ChinaTelecom,3,s7,4,1661703353067,42
ChinaTelecom,3,s29,1,1661703303484,2
ChinaTelecom,3,s29,1,1661703306114,42
ChinaTelecom,3,s29,2,1661703330963,42
ChinaTelecom,3,s29,3,1661703342461,42
ChinaTelecom,3,s29,4,1661703353974,42
ChinaTelecom,3,s1,1,1661703303198,1
ChinaTelecom,3,s1,1,1661703307143,44
ChinaTelecom,3,s1,2,1661703329801,44
ChinaTelecom,3,s1,3,1661703341249,44
ChinaTelecom,3,s1,4,1661703352687,44
ChinaTelecom,3,s9,1,1661703303462,1
ChinaTelecom,3,s9,1,1661703307003,42
ChinaTelecom,3,s9,2,1661703330223,42
ChinaTelecom,3,s9,3,1661703341670,42
ChinaTelecom,3,s9,4,1661703353177,42
ChinaTelecom,3,s21,1,1661703303645,2
ChinaTelecom,3,s21,1,1661703306005,42
ChinaTelecom,3,s21,2,1661703330601,42
ChinaTelecom,3,s21,3,1661703341951,42
ChinaTelecom,3,s21,4,1661703353414,42
ChinaTelecom,3,s25,1,1661703303653,2
ChinaTelecom,3,s25,1,1661703307186,42
ChinaTelecom,3,s25,2,1661703330842,42
ChinaTelecom,3,s25,3,1661703342062,42
ChinaTelecom,3,s25,4,1661703353666,42
ChinaTelecom,3,s6,1,1661703303338,1
ChinaTelecom,3,s6,1,1661703306978,42
ChinaTelecom,3,s6,2,1661703330075,42
ChinaTelecom,3,s6,3,1661703341520,42
ChinaTelecom,3,s6,4,1661703353044,42
ChinaTelecom,3,s40,1,1661703303379,2
ChinaTelecom,3,s40,1,1661703306030,42
ChinaTelecom,3,s40,2,1661703331240,42
ChinaTelecom,3,s40,3,1661703342623,42
ChinaTelecom,3,s40,4,1661703354407,42
ChinaTelecom,3,s41,1,1661703303531,2
ChinaTelecom,3,s41,1,1661703306188,42
ChinaTelecom,3,s41,2,1661703331248,42
ChinaTelecom,3,s41,3,1661703342632,42
ChinaTelecom,3,s41,4,1661703354118,42
ChinaTelecom,3,s18,1,1661703303623,2
ChinaTelecom,3,s18,1,1661703306318,42
ChinaTelecom,3,s18,2,1661703330456,42
ChinaTelecom,3,s18,3,1661703341838,42
ChinaTelecom,3,s18,4,1661703353387,42
ChinaTelecom,3,s12,1,1661703303593,1
ChinaTelecom,3,s12,1,1661703307191,42
ChinaTelecom,3,s12,2,1661703330325,42
ChinaTelecom,3,s12,3,1661703341732,42
ChinaTelecom,3,s12,4,1661703353289,42
ChinaTelecom,3,s30,1,1661703303632,2
ChinaTelecom,3,s30,1,1661703306283,42
ChinaTelecom,3,s30,2,1661703331005,42
ChinaTelecom,3,s30,3,1661703342210,42
ChinaTelecom,3,s30,4,1661703353735,42
ChinaTelecom,3,s5,1,1661703303335,1
ChinaTelecom,3,s5,1,1661703307192,42
ChinaTelecom,3,s5,2,1661703330047,42
ChinaTelecom,3,s5,3,1661703341475,42
ChinaTelecom,3,s5,4,1661703352985,42
ChinaTelecom,3,s17,1,1661703303361,2
ChinaTelecom,3,s17,1,1661703306077,43
ChinaTelecom,3,s17,2,1661703330470,43
ChinaTelecom,3,s17,3,1661703341812,43
ChinaTelecom,3,s17,4,1661703353387,43
ChinaTelecom,3,s32,1,1661703303668,2
ChinaTelecom,3,s32,1,1661703307182,42
